# JD          x_km               y_km                z_km      vx_km_s        vy_km_s         vz_km_s
2458536.750 +1.82642549e+09 -5.84295235e+09 -2.29018476e+09 +5.46613157e+00 -1.20907838e+01 -4.68798016e+00
2458537.000 +1.82654356e+09 -5.84321351e+09 -2.29028602e+09 +5.46611279e+00 -1.20907237e+01 -4.68795661e+00
2458537.250 +1.82666163e+09 -5.84347467e+09 -2.29038728e+09 +5.46609400e+00 -1.20906636e+01 -4.68793306e+00
2458537.500 +1.82677970e+09 -5.84373582e+09 -2.29048854e+09 +5.46607522e+00 -1.20906035e+01 -4.68790952e+00
2458537.750 +1.82689776e+09 -5.84399698e+09 -2.29058980e+09 +5.46605644e+00 -1.20905435e+01 -4.68788597e+00
2458538.000 +1.82701583e+09 -5.84425813e+09 -2.29069106e+09 +5.46603767e+00 -1.20904834e+01 -4.68786243e+00
2458538.250 +1.82713390e+09 -5.84451929e+09 -2.29079231e+09 +5.46601889e+00 -1.20904233e+01 -4.68783889e+00
2458538.500 +1.82725196e+09 -5.84478044e+09 -2.29089357e+09 +5.46600012e+00 -1.20903633e+01 -4.68781535e+00
2458538.750 +1.82737003e+09 -5.84504159e+09 -2.29099483e+09 +5.46598134e+00 -1.20903032e+01 -4.68779182e+00
2458539.000 +1.82748809e+09 -5.84530274e+09 -2.29109608e+09 +5.46596257e+00 -1.20902432e+01 -4.68776828e+00
2458539.250 +1.82760616e+09 -5.84556389e+09 -2.29119734e+09 +5.46594380e+00 -1.20901832e+01 -4.68774475e+00
2458539.500 +1.82772422e+09 -5.84582504e+09 -2.29129859e+09 +5.46592503e+00 -1.20901231e+01 -4.68772122e+00
2458539.750 +1.82784228e+09 -5.84608618e+09 -2.29139985e+09 +5.46590627e+00 -1.20900631e+01 -4.68769770e+00
2458540.000 +1.82796035e+09 -5.84634733e+09 -2.29150110e+09 +5.46588750e+00 -1.20900031e+01 -4.68767417e+00
2458540.250 +1.82807841e+09 -5.84660847e+09 -2.29160236e+09 +5.46586873e+00 -1.20899431e+01 -4.68765065e+00
2458540.500 +1.82819647e+09 -5.84686961e+09 -2.29170361e+09 +5.46584997e+00 -1.20898831e+01 -4.68762713e+00
2458540.750 +1.82831454e+09 -5.84713076e+09 -2.29180486e+09 +5.46583121e+00 -1.20898231e+01 -4.68760361e+00
2458541.000 +1.82843260e+09 -5.84739189e+09 -2.29190611e+09 +5.46581245e+00 -1.20897631e+01 -4.68758010e+00
2458541.250 +1.82855066e+09 -5.84765303e+09 -2.29200737e+09 +5.46579369e+00 -1.20897031e+01 -4.68755658e+00
2458541.500 +1.82866872e+09 -5.84791417e+09 -2.29210862e+09 +5.46577493e+00 -1.20896431e+01 -4.68753307e+00
2458541.750 +1.82878678e+09 -5.84817531e+09 -2.29220987e+09 +5.46575617e+00 -1.20895831e+01 -4.68750956e+00
2458542.000 +1.82890484e+09 -5.84843644e+09 -2.29231112e+09 +5.46573742e+00 -1.20895231e+01 -4.68748605e+00
2458542.250 +1.82902290e+09 -5.84869757e+09 -2.29241237e+09 +5.46571866e+00 -1.20894632e+01 -4.68746255e+00
2458542.500 +1.82914096e+09 -5.84895870e+09 -2.29251362e+09 +5.46569991e+00 -1.20894032e+01 -4.68743905e+00
2458542.750 +1.82925902e+09 -5.84921984e+09 -2.29261486e+09 +5.46568116e+00 -1.20893432e+01 -4.68741554e+00
2458543.000 +1.82937708e+09 -5.84948096e+09 -2.29271611e+09 +5.46566241e+00 -1.20892833e+01 -4.68739205e+00
2458543.250 +1.82949513e+09 -5.84974209e+09 -2.29281736e+09 +5.46564366e+00 -1.20892233e+01 -4.68736855e+00
2458543.500 +1.82961335e+09 -5.85000355e+09 -2.29291886e+09 +5.46565524e+00 -1.20892265e+01 -4.68740228e+00
2458543.750 +1.82973141e+09 -5.85026468e+09 -2.29302011e+09 +5.46563649e+00 -1.20891665e+01 -4.68737879e+00
2458544.000 +1.82984947e+09 -5.85052580e+09 -2.29312135e+09 +5.46561775e+00 -1.20891066e+01 -4.68735530e+00
2458544.250 +1.82996752e+09 -5.85078693e+09 -2.29322260e+09 +5.46559900e+00 -1.20890467e+01 -4.68733181e+00
2458544.500 +1.83008558e+09 -5.85104805e+09 -2.29332385e+09 +5.46558026e+00 -1.20889868e+01 -4.68730833e+00
2458544.750 +1.83020364e+09 -5.85130917e+09 -2.29342509e+09 +5.46556151e+00 -1.20889269e+01 -4.68728485e+00
2458545.000 +1.83032169e+09 -5.85157029e+09 -2.29352634e+09 +5.46554277e+00 -1.20888670e+01 -4.68726136e+00
2458545.250 +1.83043975e+09 -5.85183141e+09 -2.29362758e+09 +5.46552403e+00 -1.20888071e+01 -4.68723789e+00
2458545.500 +1.83055780e+09 -5.85209253e+09 -2.29372883e+09 +5.46550529e+00 -1.20887472e+01 -4.68721441e+00
2458545.750 +1.83067586e+09 -5.85235365e+09 -2.29383007e+09 +5.46548655e+00 -1.20886873e+01 -4.68719094e+00
2458546.000 +1.83079391e+09 -5.85261476e+09 -2.29393131e+09 +5.46546782e+00 -1.20886274e+01 -4.68716746e+00
2458546.250 +1.83091197e+09 -5.85287587e+09 -2.29403256e+09 +5.46544908e+00 -1.20885675e+01 -4.68714400e+00
2458546.500 +1.83103002e+09 -5.85313699e+09 -2.29413380e+09 +5.46543035e+00 -1.20885076e+01 -4.68712053e+00
2458546.750 +1.83114807e+09 -5.85339810e+09 -2.29423504e+09 +5.46541162e+00 -1.20884478e+01 -4.68709706e+00
2458547.000 +1.83126613e+09 -5.85365921e+09 -2.29433628e+09 +5.46539289e+00 -1.20883879e+01 -4.68707360e+00
2458547.250 +1.83138418e+09 -5.85392032e+09 -2.29443752e+09 +5.46537416e+00 -1.20883280e+01 -4.68705014e+00
2458547.500 +1.83150223e+09 -5.85418142e+09 -2.29453876e+09 +5.46535543e+00 -1.20882682e+01 -4.68702668e+00
2458547.750 +1.83162028e+09 -5.85444253e+09 -2.29464000e+09 +5.46533670e+00 -1.20882084e+01 -4.68700323e+00
2458548.000 +1.83173833e+09 -5.85470363e+09 -2.29474124e+09 +5.46531798e+00 -1.20881485e+01 -4.68697977e+00
2458548.250 +1.83185638e+09 -5.85496474e+09 -2.29484248e+09 +5.46529925e+00 -1.20880887e+01 -4.68695632e+00
2458548.500 +1.83197443e+09 -5.85522584e+09 -2.29494372e+09 +5.46528053e+00 -1.20880289e+01 -4.68693287e+00
2458548.750 +1.83209248e+09 -5.85548694e+09 -2.29504495e+09 +5.46526181e+00 -1.20879690e+01 -4.68690943e+00
2458549.000 +1.83221053e+09 -5.85574804e+09 -2.29514619e+09 +5.46524309e+00 -1.20879092e+01 -4.68688598e+00
2458549.250 +1.83232858e+09 -5.85600914e+09 -2.29524743e+09 +5.46522438e+00 -1.20878494e+01 -4.68686254e+00
2458549.500 +1.83244663e+09 -5.85627023e+09 -2.29534866e+09 +5.46520566e+00 -1.20877896e+01 -4.68683910e+00
2458549.750 +1.83256468e+09 -5.85653133e+09 -2.29544990e+09 +5.46518695e+00 -1.20877298e+01 -4.68681566e+00
2458550.000 +1.83268273e+09 -5.85679242e+09 -2.29555113e+09 +5.46516824e+00 -1.20876700e+01 -4.68679222e+00
2458550.250 +1.83280077e+09 -5.85705352e+09 -2.29565237e+09 +5.46514952e+00 -1.20876102e+01 -4.68676879e+00
2458550.500 +1.83291882e+09 -5.85731461e+09 -2.29575360e+09 +5.46513082e+00 -1.20875504e+01 -4.68674536e+00
2458550.750 +1.83303687e+09 -5.85757570e+09 -2.29585484e+09 +5.46511211e+00 -1.20874906e+01 -4.68672193e+00
2458551.000 +1.83315491e+09 -5.85783679e+09 -2.29595607e+09 +5.46509340e+00 -1.20874309e+01 -4.68669850e+00
2458551.250 +1.83327296e+09 -5.85809788e+09 -2.29605730e+09 +5.46507470e+00 -1.20873711e+01 -4.68667507e+00
2458551.500 +1.83339101e+09 -5.85835896e+09 -2.29615853e+09 +5.46505599e+00 -1.20873113e+01 -4.68665165e+00
2458551.750 +1.83350905e+09 -5.85862005e+09 -2.29625976e+09 +5.46503729e+00 -1.20872516e+01 -4.68662823e+00
2458552.000 +1.83362710e+09 -5.85888113e+09 -2.29636099e+09 +5.46501859e+00 -1.20871918e+01 -4.68660481e+00
2458552.250 +1.83374514e+09 -5.85914222e+09 -2.29646223e+09 +5.46499989e+00 -1.20871321e+01 -4.68658140e+00
2458552.500 +1.83386318e+09 -5.85940330e+09 -2.29656346e+09 +5.46498120e+00 -1.20870724e+01 -4.68655798e+00
2458552.750 +1.83398123e+09 -5.85966438e+09 -2.29666468e+09 +5.46496250e+00 -1.20870126e+01 -4.68653457e+00
2458553.000 +1.83409927e+09 -5.85992546e+09 -2.29676591e+09 +5.46494381e+00 -1.20869529e+01 -4.68651116e+00
2458553.250 +1.83421731e+09 -5.86018653e+09 -2.29686714e+09 +5.46492511e+00 -1.20868932e+01 -4.68648775e+00
2458553.500 +1.83433535e+09 -5.86044761e+09 -2.29696837e+09 +5.46490642e+00 -1.20868334e+01 -4.68646434e+00
2458553.750 +1.83445340e+09 -5.86070868e+09 -2.29706960e+09 +5.46488773e+00 -1.20867737e+01 -4.68644094e+00
2458554.000 +1.83457144e+09 -5.86096976e+09 -2.29717082e+09 +5.46486904e+00 -1.20867140e+01 -4.68641754e+00
2458554.250 +1.83468948e+09 -5.86123083e+09 -2.29727205e+09 +5.46485035e+00 -1.20866543e+01 -4.68639414e+00
2458554.500 +1.83480752e+09 -5.86149190e+09 -2.29737328e+09 +5.46483167e+00 -1.20865946e+01 -4.68637074e+00
2458554.750 +1.83492556e+09 -5.86175297e+09 -2.29747450e+09 +5.46481298e+00 -1.20865349e+01 -4.68634735e+00
2458555.000 +1.83504360e+09 -5.86201404e+09 -2.29757573e+09 +5.46479430e+00 -1.20864753e+01 -4.68632396e+00
2458555.250 +1.83516164e+09 -5.86227511e+09 -2.29767695e+09 +5.46477561e+00 -1.20864156e+01 -4.68630057e+00
2458555.500 +1.83527968e+09 -5.86253617e+09 -2.29777817e+09 +5.46475693e+00 -1.20863559e+01 -4.68627718e+00
2458555.750 +1.83539772e+09 -5.86279724e+09 -2.29787940e+09 +5.46473825e+00 -1.20862962e+01 -4.68625379e+00
2458556.000 +1.83551575e+09 -5.86305830e+09 -2.29798062e+09 +5.46471957e+00 -1.20862366e+01 -4.68623041e+00
2458556.250 +1.83563379e+09 -5.86331936e+09 -2.29808184e+09 +5.46470089e+00 -1.20861769e+01 -4.68620703e+00
2458556.500 +1.83575183e+09 -5.86358042e+09 -2.29818306e+09 +5.46468221e+00 -1.20861173e+01 -4.68618365e+00
2458556.750 +1.83586987e+09 -5.86384148e+09 -2.29828429e+09 +5.46466354e+00 -1.20860576e+01 -4.68616027e+00
2458557.000 +1.83598790e+09 -5.86410254e+09 -2.29838551e+09 +5.46464486e+00 -1.20859980e+01 -4.68613690e+00
2458557.250 +1.83610594e+09 -5.86436360e+09 -2.29848673e+09 +5.46462619e+00 -1.20859384e+01 -4.68611352e+00
2458557.500 +1.83622397e+09 -5.86462465e+09 -2.29858795e+09 +5.46460752e+00 -1.20858787e+01 -4.68609015e+00
2458557.750 +1.83634201e+09 -5.86488571e+09 -2.29868917e+09 +5.46458884e+00 -1.20858191e+01 -4.68606678e+00
2458558.000 +1.83646004e+09 -5.86514676e+09 -2.29879039e+09 +5.46457017e+00 -1.20857595e+01 -4.68604342e+00
2458558.250 +1.83657808e+09 -5.86540781e+09 -2.29889160e+09 +5.46455150e+00 -1.20856999e+01 -4.68602006e+00
2458558.500 +1.83669611e+09 -5.86566886e+09 -2.29899282e+09 +5.46453283e+00 -1.20856403e+01 -4.68599670e+00
2458558.750 +1.83681415e+09 -5.86592991e+09 -2.29909404e+09 +5.46451417e+00 -1.20855807e+01 -4.68597334e+00
2458559.000 +1.83693218e+09 -5.86619096e+09 -2.29919526e+09 +5.46449550e+00 -1.20855211e+01 -4.68594998e+00
2458559.250 +1.83705021e+09 -5.86645201e+09 -2.29929647e+09 +5.46447684e+00 -1.20854615e+01 -4.68592663e+00
2458559.500 +1.83716825e+09 -5.86671305e+09 -2.29939769e+09 +5.46445817e+00 -1.20854019e+01 -4.68590327e+00
2458559.750 +1.83728628e+09 -5.86697410e+09 -2.29949890e+09 +5.46443951e+00 -1.20853423e+01 -4.68587992e+00
2458560.000 +1.83740431e+09 -5.86723514e+09 -2.29960012e+09 +5.46442085e+00 -1.20852828e+01 -4.68585658e+00
2458560.250 +1.83752234e+09 -5.86749618e+09 -2.29970133e+09 +5.46440220e+00 -1.20852232e+01 -4.68583323e+00
2458560.500 +1.83764037e+09 -5.86775722e+09 -2.29980255e+09 +5.46438354e+00 -1.20851636e+01 -4.68580989e+00
2458560.750 +1.83775840e+09 -5.86801826e+09 -2.29990376e+09 +5.46436488e+00 -1.20851041e+01 -4.68578655e+00
2458561.000 +1.83787643e+09 -5.86827930e+09 -2.30000497e+09 +5.46434623e+00 -1.20850445e+01 -4.68576321e+00
2458561.250 +1.83799446e+09 -5.86854033e+09 -2.30010618e+09 +5.46432758e+00 -1.20849850e+01 -4.68573987e+00
2458561.500 +1.83811249e+09 -5.86880137e+09 -2.30020740e+09 +5.46430893e+00 -1.20849255e+01 -4.68571653e+00
2458561.750 +1.83823052e+09 -5.86906240e+09 -2.30030861e+09 +5.46429029e+00 -1.20848659e+01 -4.68569320e+00
2458562.000 +1.83834855e+09 -5.86932344e+09 -2.30040982e+09 +5.46427164e+00 -1.20848064e+01 -4.68566987e+00
2458562.250 +1.83846658e+09 -5.86958447e+09 -2.30051103e+09 +5.46425300e+00 -1.20847469e+01 -4.68564654e+00
2458562.500 +1.83858460e+09 -5.86984550e+09 -2.30061224e+09 +5.46423437e+00 -1.20846873e+01 -4.68562321e+00
2458562.750 +1.83870263e+09 -5.87010652e+09 -2.30071345e+09 +5.46421572e+00 -1.20846278e+01 -4.68559989e+00
2458563.000 +1.83882066e+09 -5.87036755e+09 -2.30081466e+09 +5.46419708e+00 -1.20845683e+01 -4.68557656e+00
2458563.250 +1.83893869e+09 -5.87062858e+09 -2.30091586e+09 +5.46417844e+00 -1.20845088e+01 -4.68555324e+00
2458563.500 +1.83905671e+09 -5.87088960e+09 -2.30101707e+09 +5.46415981e+00 -1.20844493e+01 -4.68552993e+00
2458563.750 +1.83917474e+09 -5.87115063e+09 -2.30111828e+09 +5.46414117e+00 -1.20843898e+01 -4.68550661e+00
2458564.000 +1.83929276e+09 -5.87141165e+09 -2.30121948e+09 +5.46412253e+00 -1.20843304e+01 -4.68548330e+00
2458564.250 +1.83941079e+09 -5.87167267e+09 -2.30132069e+09 +5.46410390e+00 -1.20842709e+01 -4.68545999e+00
2458564.500 +1.83952881e+09 -5.87193369e+09 -2.30142190e+09 +5.46408527e+00 -1.20842114e+01 -4.68543668e+00
2458564.750 +1.83964684e+09 -5.87219471e+09 -2.30152310e+09 +5.46406663e+00 -1.20841519e+01 -4.68541337e+00
2458565.000 +1.83976469e+09 -5.87245523e+09 -2.30162403e+09 +5.46402712e+00 -1.20840186e+01 -4.68535231e+00
2458565.250 +1.83988271e+09 -5.87271624e+09 -2.30172523e+09 +5.46400850e+00 -1.20839592e+01 -4.68532901e+00
2458565.500 +1.84000073e+09 -5.87297726e+09 -2.30182643e+09 +5.46398987e+00 -1.20838997e+01 -4.68530571e+00
2458565.750 +1.84011875e+09 -5.87323827e+09 -2.30192764e+09 +5.46397124e+00 -1.20838403e+01 -4.68528241e+00
2458566.000 +1.84023677e+09 -5.87349928e+09 -2.30202884e+09 +5.46395262e+00 -1.20837808e+01 -4.68525912e+00
2458566.250 +1.84035479e+09 -5.87376029e+09 -2.30213004e+09 +5.46393399e+00 -1.20837214e+01 -4.68523582e+00
2458566.500 +1.84047282e+09 -5.87402129e+09 -2.30223124e+09 +5.46391537e+00 -1.20836620e+01 -4.68521253e+00
2458566.750 +1.84059084e+09 -5.87428230e+09 -2.30233244e+09 +5.46389675e+00 -1.20836026e+01 -4.68518924e+00
2458567.000 +1.84070886e+09 -5.87454331e+09 -2.30243364e+09 +5.46387813e+00 -1.20835431e+01 -4.68516596e+00
2458567.250 +1.84082688e+09 -5.87480431e+09 -2.30253484e+09 +5.46385951e+00 -1.20834837e+01 -4.68514267e+00
2458567.500 +1.84094489e+09 -5.87506531e+09 -2.30263604e+09 +5.46384090e+00 -1.20834243e+01 -4.68511939e+00
2458567.750 +1.84106291e+09 -5.87532631e+09 -2.30273724e+09 +5.46382228e+00 -1.20833649e+01 -4.68509611e+00
2458568.000 +1.84118093e+09 -5.87558731e+09 -2.30283844e+09 +5.46380367e+00 -1.20833055e+01 -4.68507283e+00
2458568.250 +1.84129895e+09 -5.87584831e+09 -2.30293963e+09 +5.46378506e+00 -1.20832461e+01 -4.68504955e+00
2458568.500 +1.84141697e+09 -5.87610931e+09 -2.30304083e+09 +5.46376645e+00 -1.20831868e+01 -4.68502628e+00
2458568.750 +1.84153498e+09 -5.87637031e+09 -2.30314203e+09 +5.46374784e+00 -1.20831274e+01 -4.68500301e+00
2458569.000 +1.84165300e+09 -5.87663130e+09 -2.30324322e+09 +5.46372923e+00 -1.20830680e+01 -4.68497974e+00
2458569.250 +1.84177102e+09 -5.87689229e+09 -2.30334442e+09 +5.46371062e+00 -1.20830086e+01 -4.68495647e+00
2458569.500 +1.84188903e+09 -5.87715329e+09 -2.30344561e+09 +5.46369201e+00 -1.20829493e+01 -4.68493320e+00
2458569.750 +1.84200705e+09 -5.87741428e+09 -2.30354681e+09 +5.46367341e+00 -1.20828899e+01 -4.68490994e+00
2458570.000 +1.84212506e+09 -5.87767527e+09 -2.30364800e+09 +5.46365481e+00 -1.20828306e+01 -4.68488668e+00
2458570.250 +1.84224308e+09 -5.87793626e+09 -2.30374919e+09 +5.46363621e+00 -1.20827712e+01 -4.68486342e+00
2458570.500 +1.84236109e+09 -5.87819724e+09 -2.30385039e+09 +5.46361761e+00 -1.20827119e+01 -4.68484016e+00
2458570.750 +1.84247911e+09 -5.87845823e+09 -2.30395158e+09 +5.46359901e+00 -1.20826526e+01 -4.68481691e+00
2458571.000 +1.84259712e+09 -5.87871921e+09 -2.30405277e+09 +5.46358041e+00 -1.20825932e+01 -4.68479366e+00
2458571.250 +1.84271513e+09 -5.87898020e+09 -2.30415396e+09 +5.46356181e+00 -1.20825339e+01 -4.68477041e+00
2458571.500 +1.84283315e+09 -5.87924118e+09 -2.30425515e+09 +5.46354322e+00 -1.20824746e+01 -4.68474716e+00
2458571.750 +1.84295116e+09 -5.87950216e+09 -2.30435634e+09 +5.46352463e+00 -1.20824153e+01 -4.68472391e+00
2458572.000 +1.84306917e+09 -5.87976314e+09 -2.30445753e+09 +5.46350603e+00 -1.20823560e+01 -4.68470067e+00
2458572.250 +1.84318718e+09 -5.88002412e+09 -2.30455872e+09 +5.46348744e+00 -1.20822967e+01 -4.68467743e+00
2458572.500 +1.84330519e+09 -5.88028509e+09 -2.30465991e+09 +5.46346885e+00 -1.20822374e+01 -4.68465419e+00
2458572.750 +1.84342320e+09 -5.88054607e+09 -2.30476110e+09 +5.46345027e+00 -1.20821781e+01 -4.68463095e+00
2458573.000 +1.84354121e+09 -5.88080704e+09 -2.30486229e+09 +5.46343168e+00 -1.20821188e+01 -4.68460772e+00
2458573.250 +1.84365922e+09 -5.88106802e+09 -2.30496347e+09 +5.46341310e+00 -1.20820595e+01 -4.68458449e+00
2458573.500 +1.84377723e+09 -5.88132899e+09 -2.30506466e+09 +5.46339451e+00 -1.20820002e+01 -4.68456126e+00
2458573.750 +1.84389524e+09 -5.88158996e+09 -2.30516585e+09 +5.46337593e+00 -1.20819410e+01 -4.68453803e+00
2458574.000 +1.84401325e+09 -5.88185093e+09 -2.30526703e+09 +5.46335735e+00 -1.20818817e+01 -4.68451480e+00
2458574.250 +1.84413126e+09 -5.88211190e+09 -2.30536822e+09 +5.46333877e+00 -1.20818225e+01 -4.68449158e+00
2458574.500 +1.84424927e+09 -5.88237286e+09 -2.30546940e+09 +5.46332019e+00 -1.20817632e+01 -4.68446836e+00
2458574.750 +1.84436728e+09 -5.88263383e+09 -2.30557059e+09 +5.46330161e+00 -1.20817040e+01 -4.68444514e+00
2458575.000 +1.84448528e+09 -5.88289479e+09 -2.30567177e+09 +5.46328304e+00 -1.20816447e+01 -4.68442192e+00
2458575.250 +1.84460329e+09 -5.88315576e+09 -2.30577295e+09 +5.46326446e+00 -1.20815855e+01 -4.68439870e+00
2458575.500 +1.84472130e+09 -5.88341672e+09 -2.30587414e+09 +5.46324589e+00 -1.20815263e+01 -4.68437549e+00
2458575.750 +1.84483930e+09 -5.88367768e+09 -2.30597532e+09 +5.46322732e+00 -1.20814670e+01 -4.68435228e+00
2458576.000 +1.84495731e+09 -5.88393864e+09 -2.30607650e+09 +5.46320875e+00 -1.20814078e+01 -4.68432907e+00
2458576.250 +1.84507531e+09 -5.88419960e+09 -2.30617768e+09 +5.46319018e+00 -1.20813486e+01 -4.68430586e+00
2458576.500 +1.84519332e+09 -5.88446055e+09 -2.30627886e+09 +5.46317161e+00 -1.20812894e+01 -4.68428266e+00
2458576.750 +1.84531132e+09 -5.88472151e+09 -2.30638004e+09 +5.46315305e+00 -1.20812302e+01 -4.68425946e+00
2458577.000 +1.84542933e+09 -5.88498246e+09 -2.30648122e+09 +5.46313448e+00 -1.20811710e+01 -4.68423626e+00
2458577.250 +1.84554733e+09 -5.88524341e+09 -2.30658240e+09 +5.46311592e+00 -1.20811118e+01 -4.68421306e+00
2458577.500 +1.84566533e+09 -5.88550437e+09 -2.30668358e+09 +5.46309736e+00 -1.20810526e+01 -4.68418986e+00
2458577.750 +1.84578333e+09 -5.88576532e+09 -2.30678476e+09 +5.46307880e+00 -1.20809935e+01 -4.68416667e+00
2458578.000 +1.84590134e+09 -5.88602626e+09 -2.30688594e+09 +5.46306024e+00 -1.20809343e+01 -4.68414348e+00
2458578.250 +1.84601934e+09 -5.88628721e+09 -2.30698711e+09 +5.46304168e+00 -1.20808751e+01 -4.68412029e+00
2458578.500 +1.84613734e+09 -5.88654816e+09 -2.30708829e+09 +5.46302313e+00 -1.20808159e+01 -4.68409710e+00
2458578.750 +1.84625534e+09 -5.88680910e+09 -2.30718947e+09 +5.46300457e+00 -1.20807568e+01 -4.68407392e+00
2458579.000 +1.84637334e+09 -5.88707005e+09 -2.30729064e+09 +5.46298602e+00 -1.20806976e+01 -4.68405073e+00
2458579.250 +1.84649134e+09 -5.88733099e+09 -2.30739182e+09 +5.46296746e+00 -1.20806385e+01 -4.68402755e+00
2458579.500 +1.84660934e+09 -5.88759193e+09 -2.30749299e+09 +5.46294891e+00 -1.20805794e+01 -4.68400438e+00
2458579.750 +1.84672734e+09 -5.88785287e+09 -2.30759417e+09 +5.46293036e+00 -1.20805202e+01 -4.68398120e+00
2458580.000 +1.84684534e+09 -5.88811381e+09 -2.30769534e+09 +5.46291182e+00 -1.20804611e+01 -4.68395803e+00
2458580.250 +1.84696334e+09 -5.88837475e+09 -2.30779651e+09 +5.46289327e+00 -1.20804020e+01 -4.68393485e+00
2458580.500 +1.84708134e+09 -5.88863568e+09 -2.30789769e+09 +5.46287472e+00 -1.20803428e+01 -4.68391168e+00
2458580.750 +1.84719934e+09 -5.88889662e+09 -2.30799886e+09 +5.46285618e+00 -1.20802837e+01 -4.68388852e+00
2458581.000 +1.84731733e+09 -5.88915755e+09 -2.30810003e+09 +5.46283764e+00 -1.20802246e+01 -4.68386535e+00
2458581.250 +1.84743533e+09 -5.88941848e+09 -2.30820120e+09 +5.46281910e+00 -1.20801655e+01 -4.68384219e+00
2458581.500 +1.84755333e+09 -5.88967941e+09 -2.30830237e+09 +5.46280056e+00 -1.20801064e+01 -4.68381903e+00
2458581.750 +1.84767132e+09 -5.88994034e+09 -2.30840354e+09 +5.46278202e+00 -1.20800473e+01 -4.68379587e+00
2458582.000 +1.84778932e+09 -5.89020127e+09 -2.30850471e+09 +5.46276348e+00 -1.20799883e+01 -4.68377271e+00
2458582.250 +1.84790731e+09 -5.89046220e+09 -2.30860588e+09 +5.46274494e+00 -1.20799292e+01 -4.68374956e+00
2458582.500 +1.84802531e+09 -5.89072312e+09 -2.30870705e+09 +5.46272641e+00 -1.20798701e+01 -4.68372640e+00
2458582.750 +1.84814330e+09 -5.89098405e+09 -2.30880822e+09 +5.46270788e+00 -1.20798110e+01 -4.68370325e+00
2458583.000 +1.84826130e+09 -5.89124497e+09 -2.30890939e+09 +5.46268934e+00 -1.20797520e+01 -4.68368011e+00
2458583.250 +1.84837929e+09 -5.89150589e+09 -2.30901055e+09 +5.46267081e+00 -1.20796929e+01 -4.68365696e+00
2458583.500 +1.84849729e+09 -5.89176682e+09 -2.30911172e+09 +5.46265229e+00 -1.20796339e+01 -4.68363382e+00
2458583.750 +1.84861528e+09 -5.89202773e+09 -2.30921289e+09 +5.46263376e+00 -1.20795748e+01 -4.68361067e+00
2458584.000 +1.84873327e+09 -5.89228865e+09 -2.30931405e+09 +5.46261523e+00 -1.20795158e+01 -4.68358753e+00
2458584.250 +1.84885126e+09 -5.89254957e+09 -2.30941522e+09 +5.46259671e+00 -1.20794567e+01 -4.68356440e+00
2458584.500 +1.84896926e+09 -5.89281049e+09 -2.30951638e+09 +5.46257818e+00 -1.20793977e+01 -4.68354126e+00
2458584.750 +1.84908725e+09 -5.89307140e+09 -2.30961755e+09 +5.46255966e+00 -1.20793387e+01 -4.68351813e+00
2458585.000 +1.84920524e+09 -5.89333231e+09 -2.30971871e+09 +5.46254114e+00 -1.20792797e+01 -4.68349500e+00
2458585.250 +1.84932323e+09 -5.89359322e+09 -2.30981987e+09 +5.46252262e+00 -1.20792206e+01 -4.68347187e+00
2458585.500 +1.84944122e+09 -5.89385413e+09 -2.30992104e+09 +5.46250410e+00 -1.20791616e+01 -4.68344874e+00
2458585.750 +1.84955921e+09 -5.89411504e+09 -2.31002220e+09 +5.46248558e+00 -1.20791026e+01 -4.68342562e+00
2458586.000 +1.84967720e+09 -5.89437595e+09 -2.31012336e+09 +5.46246707e+00 -1.20790436e+01 -4.68340250e+00
2458586.250 +1.84979519e+09 -5.89463686e+09 -2.31022452e+09 +5.46244855e+00 -1.20789846e+01 -4.68337938e+00
2458586.500 +1.84991318e+09 -5.89489776e+09 -2.31032568e+09 +5.46243004e+00 -1.20789256e+01 -4.68335626e+00
2458586.750 +1.85003117e+09 -5.89515867e+09 -2.31042684e+09 +5.46241153e+00 -1.20788667e+01 -4.68333314e+00
2458587.000 +1.85014915e+09 -5.89541957e+09 -2.31052800e+09 +5.46239302e+00 -1.20788077e+01 -4.68331003e+00
2458587.250 +1.85026714e+09 -5.89568047e+09 -2.31062916e+09 +5.46237451e+00 -1.20787487e+01 -4.68328692e+00
2458587.500 +1.85038513e+09 -5.89594137e+09 -2.31073032e+09 +5.46235600e+00 -1.20786898e+01 -4.68326381e+00
2458587.750 +1.85050311e+09 -5.89620227e+09 -2.31083148e+09 +5.46233750e+00 -1.20786308e+01 -4.68324070e+00
2458588.000 +1.85062110e+09 -5.89646317e+09 -2.31093264e+09 +5.46231899e+00 -1.20785718e+01 -4.68321760e+00
2458588.250 +1.85073909e+09 -5.89672407e+09 -2.31103379e+09 +5.46230049e+00 -1.20785129e+01 -4.68319450e+00
2458588.500 +1.85085707e+09 -5.89698496e+09 -2.31113495e+09 +5.46228199e+00 -1.20784540e+01 -4.68317139e+00
