#Time (UTC),x (km),y (km),z (km),Sun-NH Dist (km),Sun-NH Dist (AU),Vx (km/sec),Vy (km/sec),Vz (km/sec),Velocity (km/sec)
3/14/20,2001410672,-6247154534,-2445513825,7000937246,46.80,5.39612,-12.003427,-4.64387,13.955856
3/15/20,2001876894,-6248191620,-2445915052,7002136107,46.81,5.396052,-12.003202,-4.643782,13.955607
3/16/20,2002343110,-6249228687,-2446316271,7003334950,46.81,5.395984,-12.002977,-4.643693,13.955357
3/17/20,2002809320,-6250265735,-2446717482,7004533772,46.82,5.395916,-12.002752,-4.643604,13.955108
3/18/20,2003275524,-6251302763,-2447118686,7005732576,46.83,5.395848,-12.002527,-4.643516,13.954859
3/19/20,2003741723,-6252339772,-2447519882,7006931360,46.84,5.39578,-12.002302,-4.643427,13.954609
3/20/20,2004207915,-6253376761,-2447921070,7008130125,46.85,5.395712,-12.002077,-4.643338,13.95436
3/21/20,2004674102,-6254413731,-2448322251,7009328870,46.85,5.395644,-12.001852,-4.64325,13.954111
3/22/20,2005140283,-6255450681,-2448723423,7010527596,46.86,5.395576,-12.001627,-4.643161,13.953861
3/23/20,2005606457,-6256487612,-2449124589,7011726303,46.87,5.395508,-12.001402,-4.643073,13.953612
3/24/20,2006072626,-6257524523,-2449525746,7012924991,46.88,5.39544,-12.001177,-4.642984,13.953363
3/25/20,2006538789,-6258561415,-2449926896,7014123659,46.89,5.395372,-12.000952,-4.642895,13.953113
3/26/20,2007004947,-6259598288,-2450328039,7015322307,46.89,5.395304,-12.000727,-4.642806,13.952864
3/27/20,2007471098,-6260635141,-2450729173,7016520937,46.90,5.395236,-12.000502,-4.642718,13.952615
3/28/20,2007937243,-6261671975,-2451130300,7017719547,46.91,5.395168,-12.000277,-4.642629,13.952366
3/29/20,2008403383,-6262708789,-2451531420,7018918138,46.92,5.3951,-12.000052,-4.64254,13.952116
3/30/20,2008869517,-6263745584,-2451932531,7020116709,46.93,5.395032,-11.999827,-4.642452,13.951867
3/31/20,2009335645,-6264782359,-2452333635,7021315261,46.93,5.394965,-11.999602,-4.642363,13.951618
4/1/20,2009801767,-6265819115,-2452734732,7022513794,46.94,5.394897,-11.999377,-4.642274,13.951368
4/2/20,2010267883,-6266855851,-2453135820,7023712307,46.95,5.394829,-11.999152,-4.642186,13.951119
4/3/20,2010733993,-6267892568,-2453536901,7024910801,46.96,5.394761,-11.998927,-4.642097,13.95087
4/4/20,2011200097,-6268929266,-2453937975,7026109276,46.97,5.394693,-11.998702,-4.642008,13.95062
4/5/20,2011666196,-6269965944,-2454339040,7027307731,46.97,5.394625,-11.998477,-4.641919,13.950371
4/6/20,2012132289,-6271002603,-2454740098,7028506167,46.98,5.394557,-11.998252,-4.641831,13.950122
4/7/20,2012598375,-6272039242,-2455141149,7029704584,46.99,5.394489,-11.998027,-4.641742,13.949872
4/8/20,2013064456,-6273075862,-2455542191,7030902981,47.00,5.394421,-11.997802,-4.641653,13.949623
4/9/20,2013530531,-6274112462,-2455943226,7032101359,47.01,5.394353,-11.997577,-4.641564,13.949373
4/10/20,2013996601,-6275149043,-2456344254,7033299717,47.01,5.394285,-11.997352,-4.641476,13.949124
4/11/20,2014462664,-6276185605,-2456745273,7034498057,47.02,5.394217,-11.997127,-4.641387,13.948875
4/12/20,2014928721,-6277222147,-2457146285,7035696376,47.03,5.394149,-11.996902,-4.641298,13.948625
4/13/20,2015394773,-6278258669,-2457547290,7036894677,47.04,5.394081,-11.996677,-4.641209,13.948376
4/14/20,2015860818,-6279295173,-2457948286,7038092958,47.05,5.394013,-11.996452,-4.64112,13.948126
4/15/20,2016326858,-6280331656,-2458349275,7039291219,47.05,5.393945,-11.996227,-4.641032,13.947877
4/16/20,2016792892,-6281368121,-2458750257,7040489462,47.06,5.393876,-11.996001,-4.640943,13.947627
4/17/20,2017258920,-6282404565,-2459151230,7041687684,47.07,5.393808,-11.995776,-4.640854,13.947378
4/18/20,2017724942,-6283440991,-2459552196,7042885888,47.08,5.39374,-11.995551,-4.640765,13.947128
4/19/20,2018190958,-6284477397,-2459953154,7044084072,47.09,5.393671,-11.995326,-4.640676,13.946879
4/20/20,2018656969,-6285513783,-2460354105,7045282237,47.09,5.393603,-11.995101,-4.640588,13.946629
4/21/20,2019122973,-6286550150,-2460755048,7046480382,47.10,5.393534,-11.994876,-4.640499,13.946379
4/22/20,2019588971,-6287586498,-2461155983,7047678508,47.11,5.393466,-11.994651,-4.64041,13.94613
4/23/20,2020054964,-6288622826,-2461556911,7048876615,47.12,5.393397,-11.994426,-4.640321,13.94588
4/24/20,2020520950,-6289659135,-2461957831,7050074702,47.13,5.393328,-11.994202,-4.640232,13.945631
4/25/20,2020986931,-6290695424,-2462358743,7051272769,47.13,5.39326,-11.993977,-4.640144,13.945381
4/26/20,2021452906,-6291731694,-2462759647,7052470818,47.14,5.393191,-11.993752,-4.640055,13.945132
4/27/20,2021918874,-6292767944,-2463160544,7053668847,47.15,5.393122,-11.993527,-4.639966,13.944882
4/28/20,2022384837,-6293804175,-2463561434,7054866856,47.16,5.393053,-11.993302,-4.639877,13.944633
4/29/20,2022850794,-6294840387,-2463962315,7056064847,47.17,5.392984,-11.993078,-4.639789,13.944383
4/30/20,2023316745,-6295876579,-2464363189,7057262818,47.17,5.392915,-11.992853,-4.6397,13.944134
5/1/20,2023782689,-6296912752,-2464764055,7058460769,47.18,5.392846,-11.992629,-4.639611,13.943885
5/2/20,2024248628,-6297948905,-2465164914,7059658701,47.19,5.392777,-11.992404,-4.639523,13.943635
5/3/20,2024714561,-6298985039,-2465565765,7060856614,47.20,5.392707,-11.99218,-4.639434,13.943386
5/4/20,2025180488,-6300021154,-2465966608,7062054507,47.21,5.392638,-11.991955,-4.639346,13.943137
5/5/20,2025646409,-6301057249,-2466367444,7063252381,47.21,5.392569,-11.991731,-4.639257,13.942888
5/6/20,2026112324,-6302093325,-2466768272,7064450236,47.22,5.3925,-11.991507,-4.639169,13.942639
5/7/20,2026578233,-6303129382,-2467169092,7065648071,47.23,5.392431,-11.991283,-4.63908,13.94239
5/8/20,2027044136,-6304165419,-2467569905,7066845887,47.24,5.392362,-11.991059,-4.638992,13.942141
5/9/20,2027510033,-6305201437,-2467970710,7068043684,47.25,5.392293,-11.990835,-4.638904,13.941892
5/10/20,2027975924,-6306237435,-2468371507,7069241461,47.25,5.392223,-11.990611,-4.638815,13.941644
5/11/20,2028441809,-6307273414,-2468772297,7070439219,47.26,5.392154,-11.990387,-4.638727,13.941395
5/12/20,2028907689,-6308309374,-2469173079,7071636958,47.27,5.392085,-11.990163,-4.638638,13.941146
5/13/20,2029373562,-6309345314,-2469573854,7072834677,47.28,5.392016,-11.989939,-4.63855,13.940897
5/14/20,2029839429,-6310381235,-2469974621,7074032377,47.29,5.391947,-11.989715,-4.638462,13.940648
5/15/20,2030305290,-6311417137,-2470375380,7075230057,47.29,5.391878,-11.989491,-4.638373,13.9404
5/16/20,2030771145,-6312453019,-2470776132,7076427719,47.30,5.391809,-11.989267,-4.638285,13.940151
5/17/20,2031236995,-6313488882,-2471176876,7077625361,47.31,5.39174,-11.989043,-4.638197,13.939902
5/18/20,2031702838,-6314524726,-2471577612,7078822983,47.32,5.391671,-11.988818,-4.638108,13.939653
5/19/20,2032168676,-6315560550,-2471978341,7080020586,47.33,5.391602,-11.988594,-4.63802,13.939404
5/20/20,2032634507,-6316596355,-2472379062,7081218170,47.34,5.391533,-11.98837,-4.637931,13.939155
5/21/20,2033100332,-6317632140,-2472779775,7082415735,47.34,5.391463,-11.988146,-4.637843,13.938906
5/22/20,2033566152,-6318667906,-2473180481,7083613280,47.35,5.391394,-11.987922,-4.637754,13.938657
5/23/20,2034031965,-6319703653,-2473581179,7084810806,47.36,5.391325,-11.987697,-4.637666,13.938408
5/24/20,2034497773,-6320739381,-2473981870,7086008312,47.37,5.391256,-11.987473,-4.637577,13.938159
5/25/20,2034963574,-6321775089,-2474382553,7087205799,47.38,5.391186,-11.987249,-4.637489,13.93791
5/26/20,2035429370,-6322810777,-2474783228,7088403267,47.38,5.391116,-11.987025,-4.6374,13.93766
5/27/20,2035895159,-6323846446,-2475183895,7089600715,47.39,5.391047,-11.9868,-4.637311,13.937411
5/28/20,2036360943,-6324882096,-2475584555,7090798143,47.40,5.390977,-11.986576,-4.637223,13.937162
5/29/20,2036826720,-6325917727,-2475985208,7091995553,47.41,5.390907,-11.986352,-4.637134,13.936912
5/30/20,2037292491,-6326953338,-2476385852,7093192943,47.42,5.390837,-11.986128,-4.637046,13.936663
5/31/20,2037758257,-6327988930,-2476786489,7094390313,47.42,5.390767,-11.985903,-4.636957,13.936413
6/1/20,2038224016,-6329024502,-2477187118,7095587664,47.43,5.390697,-11.985679,-4.636868,13.936164
6/2/20,2038689769,-6330060055,-2477587740,7096784996,47.44,5.390626,-11.985455,-4.63678,13.935914
6/3/20,2039155516,-6331095589,-2477988354,7097982309,47.45,5.390556,-11.985231,-4.636691,13.935664
6/4/20,2039621257,-6332131103,-2478388960,7099179601,47.46,5.390485,-11.985006,-4.636602,13.935415
6/5/20,2040086992,-6333166598,-2478789559,7100376875,47.46,5.390414,-11.984782,-4.636514,13.935165
6/6/20,2040552721,-6334202073,-2479190150,7101574129,47.47,5.390343,-11.984558,-4.636425,13.934916
6/7/20,2041018443,-6335237529,-2479590733,7102771363,47.48,5.390272,-11.984334,-4.636336,13.934666
6/8/20,2041484160,-6336272966,-2479991309,7103968579,47.49,5.390201,-11.98411,-4.636248,13.934416
6/9/20,2041949870,-6337308384,-2480391877,7105165774,47.50,5.39013,-11.983886,-4.636159,13.934167
6/10/20,2042415574,-6338343782,-2480792437,7106362951,47.50,5.390059,-11.983662,-4.636071,13.933917
6/11/20,2042881272,-6339379160,-2481192990,7107560108,47.51,5.389987,-11.983439,-4.635982,13.933668
6/12/20,2043346964,-6340414520,-2481593535,7108757245,47.52,5.389916,-11.983215,-4.635894,13.933418
6/13/20,2043812650,-6341449860,-2481994072,7109954363,47.53,5.389844,-11.982991,-4.635805,13.933169
6/14/20,2044278329,-6342485181,-2482394602,7111151462,47.54,5.389772,-11.982768,-4.635717,13.932919
6/15/20,2044744002,-6343520482,-2482795124,7112348541,47.54,5.3897,-11.982544,-4.635628,13.932669
6/16/20,2045209669,-6344555764,-2483195638,7113545601,47.55,5.389628,-11.982321,-4.63554,13.93242
6/17/20,2045675330,-6345591027,-2483596145,7114742641,47.56,5.389556,-11.982097,-4.635451,13.932171
6/18/20,2046140985,-6346626271,-2483996644,7115939662,47.57,5.389484,-11.981874,-4.635363,13.931921
6/19/20,2046606633,-6347661495,-2484397136,7117136664,47.58,5.389412,-11.981651,-4.635274,13.931672
6/20/20,2047072275,-6348696700,-2484797620,7118333646,47.58,5.389339,-11.981427,-4.635186,13.931422
6/21/20,2047537911,-6349731886,-2485198096,7119530609,47.59,5.389266,-11.981204,-4.635098,13.931173
6/22/20,2048003540,-6350767052,-2485598564,7120727552,47.60,5.389194,-11.980981,-4.635009,13.930924
6/23/20,2048469163,-6351802199,-2485999025,7121924476,47.61,5.389121,-11.980759,-4.634921,13.930674
6/24/20,2048934780,-6352837327,-2486399479,7123121381,47.62,5.389048,-11.980536,-4.634833,13.930425
6/25/20,2049400391,-6353872436,-2486799925,7124318266,47.62,5.388975,-11.980313,-4.634744,13.930176
6/26/20,2049865995,-6354907525,-2487200363,7125515132,47.63,5.388901,-11.98009,-4.634656,13.929927
6/27/20,2050331593,-6355942595,-2487600793,7126711978,47.64,5.388828,-11.979868,-4.634568,13.929678
6/28/20,2050797184,-6356977646,-2488001216,7127908806,47.65,5.388755,-11.979645,-4.63448,13.929429
6/29/20,2051262770,-6358012678,-2488401631,7129105613,47.66,5.388681,-11.979423,-4.634392,13.92918
6/30/20,2051728349,-6359047691,-2488802039,7130302402,47.66,5.388607,-11.979201,-4.634304,13.928931
7/1/20,2052193921,-6360082684,-2489202439,7131499171,47.67,5.388534,-11.978979,-4.634216,13.928682
7/2/20,2052659487,-6361117658,-2489602831,7132695920,47.68,5.38846,-11.978757,-4.634128,13.928433
7/3/20,2053125047,-6362152613,-2490003216,7133892651,47.69,5.388386,-11.978535,-4.63404,13.928185
7/4/20,2053590600,-6363187549,-2490403594,7135089362,47.70,5.388312,-11.978313,-4.633952,13.927936
7/5/20,2054056147,-6364222466,-2490803963,7136286053,47.70,5.388237,-11.978092,-4.633864,13.927687
7/6/20,2054521688,-6365257363,-2491204325,7137482726,47.71,5.388163,-11.97787,-4.633776,13.927439
7/7/20,2054987222,-6366292242,-2491604680,7138679379,47.72,5.388089,-11.977649,-4.633689,13.927191
7/8/20,2055452749,-6367327101,-2492005027,7139876012,47.73,5.388014,-11.977428,-4.633601,13.926942
7/9/20,2055918271,-6368361941,-2492405366,7141072627,47.74,5.387939,-11.977206,-4.633513,13.926694
7/10/20,2056383785,-6369396762,-2492805698,7142269222,47.74,5.387865,-11.976985,-4.633426,13.926446
7/11/20,2056849294,-6370431564,-2493206022,7143465798,47.75,5.38779,-11.976764,-4.633338,13.926198
7/12/20,2057314795,-6371466347,-2493606338,7144662354,47.76,5.387715,-11.976544,-4.63325,13.92595
7/13/20,2057780291,-6372501111,-2494006648,7145858891,47.77,5.38764,-11.976323,-4.633163,13.925702
7/14/20,2058245779,-6373535856,-2494406949,7147055409,47.78,5.387564,-11.976103,-4.633076,13.925454
7/15/20,2058711262,-6374570582,-2494807243,7148251908,47.78,5.387489,-11.975882,-4.632988,13.925207
7/16/20,2059176738,-6375605288,-2495207529,7149448387,47.79,5.387414,-11.975662,-4.632901,13.924959
7/17/20,2059642207,-6376639976,-2495607808,7150644848,47.80,5.387338,-11.975442,-4.632814,13.924712
7/18/20,2060107670,-6377674645,-2496008080,7151841289,47.81,5.387262,-11.975222,-4.632726,13.924464
7/19/20,2060573126,-6378709295,-2496408343,7153037711,47.82,5.387187,-11.975003,-4.632639,13.924217
7/20/20,2061038575,-6379743925,-2496808600,7154234113,47.82,5.387111,-11.974783,-4.632552,13.92397
7/21/20,2061504019,-6380778537,-2497208848,7155430497,47.83,5.387035,-11.974564,-4.632465,13.923723
7/22/20,2061969455,-6381813130,-2497609090,7156626861,47.84,5.386959,-11.974345,-4.632379,13.923476
7/23/20,2062434885,-6382847704,-2498009323,7157823206,47.85,5.386883,-11.974126,-4.632292,13.92323
7/24/20,2062900308,-6383882259,-2498409550,7159019532,47.86,5.386807,-11.973907,-4.632205,13.922983
7/25/20,2063365725,-6384916795,-2498809768,7160215839,47.86,5.38673,-11.973689,-4.632118,13.922737
7/26/20,2063831135,-6385951312,-2499209980,7161412126,47.87,5.386654,-11.97347,-4.632032,13.922491
7/27/20,2064296539,-6386985811,-2499610184,7162608395,47.88,5.386577,-11.973252,-4.631945,13.922245
7/28/20,2064761936,-6388020290,-2500010380,7163804644,47.89,5.386501,-11.973034,-4.631859,13.921999
7/29/20,2065227326,-6389054751,-2500410569,7165000875,47.90,5.386425,-11.972817,-4.631773,13.921754
7/30/20,2065692710,-6390089193,-2500810750,7166197086,47.90,5.386348,-11.972599,-4.631687,13.921508
7/31/20,2066158087,-6391123616,-2501210924,7167393278,47.91,5.386272,-11.972382,-4.631601,13.921263
8/1/20,2066623458,-6392158021,-2501611091,7168589452,47.92,5.386195,-11.972165,-4.631515,13.921018
8/2/20,2067088822,-6393192406,-2502011250,7169785606,47.93,5.386119,-11.971948,-4.631429,13.920774
8/3/20,2067554179,-6394226773,-2502411402,7170981741,47.94,5.386042,-11.971731,-4.631343,13.920529
8/4/20,2068019530,-6395261121,-2502811546,7172177858,47.94,5.385966,-11.971515,-4.631257,13.920285
8/5/20,2068484874,-6396295451,-2503211683,7173373955,47.95,5.385889,-11.971298,-4.631172,13.920041
8/6/20,2068950212,-6397329762,-2503611812,7174570034,47.96,5.385813,-11.971082,-4.631086,13.919797
8/7/20,2069415543,-6398364054,-2504011935,7175766093,47.97,5.385737,-11.970866,-4.631001,13.919553
8/8/20,2069880867,-6399398327,-2504412049,7176962134,47.98,5.385661,-11.97065,-4.630915,13.91931
8/9/20,2070346185,-6400432582,-2504812157,7178158156,47.98,5.385585,-11.970435,-4.63083,13.919067
8/10/20,2070811496,-6401466819,-2505212257,7179354159,47.99,5.385508,-11.970219,-4.630745,13.918823
8/11/20,2071276801,-6402501036,-2505612350,7180550143,48.00,5.385432,-11.970004,-4.63066,13.91858
8/12/20,2071742099,-6403535235,-2506012435,7181746108,48.01,5.385356,-11.969789,-4.630575,13.918338
8/13/20,2072207390,-6404569416,-2506412513,7182942054,48.02,5.38528,-11.969573,-4.630489,13.918095
8/14/20,2072672675,-6405603577,-2506812583,7184137982,48.02,5.385205,-11.969358,-4.630404,13.917852
8/15/20,2073137954,-6406637721,-2507212647,7185333890,48.03,5.385129,-11.969143,-4.630319,13.91761
8/16/20,2073603225,-6407671845,-2507612703,7186529780,48.04,5.385053,-11.968928,-4.630234,13.917367
8/17/20,2074068491,-6408705952,-2508012751,7187725651,48.05,5.384977,-11.968713,-4.630149,13.917125
8/18/20,2074533749,-6409740039,-2508412792,7188921503,48.05,5.384901,-11.968499,-4.630065,13.916882
8/19/20,2074999002,-6410774108,-2508812826,7190117337,48.06,5.384825,-11.968284,-4.62998,13.91664
8/20/20,2075464247,-6411808159,-2509212853,7191313152,48.07,5.38475,-11.968069,-4.629895,13.916398
8/21/20,2075929486,-6412842191,-2509612872,7192508948,48.08,5.384674,-11.967855,-4.62981,13.916156
8/22/20,2076394719,-6413876204,-2510012884,7193704725,48.09,5.384598,-11.967641,-4.629725,13.915915
8/23/20,2076859945,-6414910199,-2510412889,7194900483,48.09,5.384522,-11.967426,-4.629641,13.915673
8/24/20,2077325164,-6415944175,-2510812886,7196096223,48.10,5.384446,-11.967212,-4.629556,13.915431
8/25/20,2077790377,-6416978133,-2511212876,7197291944,48.11,5.38437,-11.966998,-4.629471,13.91519
8/26/20,2078255583,-6418012073,-2511612859,7198487646,48.12,5.384295,-11.966785,-4.629387,13.914948
8/27/20,2078720783,-6419045994,-2512012834,7199683329,48.13,5.384219,-11.966571,-4.629302,13.914707
8/28/20,2079185976,-6420079896,-2512412802,7200878994,48.13,5.384143,-11.966357,-4.629218,13.914466
8/29/20,2079651163,-6421113780,-2512812763,7202074640,48.14,5.384067,-11.966144,-4.629133,13.914225
8/30/20,2080116343,-6422147646,-2513212716,7203270267,48.15,5.383991,-11.96593,-4.629049,13.913984
8/31/20,2080581517,-6423181493,-2513612663,7204465876,48.16,5.383915,-11.965717,-4.628965,13.913743
9/1/20,2081046684,-6424215322,-2514012602,7205661466,48.17,5.383839,-11.965504,-4.62888,13.913502
9/2/20,2081511844,-6425249132,-2514412533,7206857037,48.17,5.383763,-11.965291,-4.628796,13.913262
9/3/20,2081976998,-6426282924,-2514812457,7208052590,48.18,5.383687,-11.965078,-4.628712,13.913021
9/4/20,2082442145,-6427316697,-2515212375,7209248124,48.19,5.383611,-11.964865,-4.628628,13.912781
9/5/20,2082907286,-6428350453,-2515612284,7210443639,48.20,5.383535,-11.964653,-4.628544,13.912541
9/6/20,2083372420,-6429384189,-2516012187,7211639136,48.21,5.38346,-11.96444,-4.62846,13.912301
9/7/20,2083837548,-6430417908,-2516412082,7212834614,48.21,5.383384,-11.964228,-4.628376,13.912061
9/8/20,2084302669,-6431451608,-2516811970,7214030073,48.22,5.383308,-11.964016,-4.628292,13.911821
9/9/20,2084767784,-6432485290,-2517211851,7215225514,48.23,5.383232,-11.963804,-4.628208,13.911582
9/10/20,2085232891,-6433518953,-2517611725,7216420936,48.24,5.383156,-11.963592,-4.628124,13.911342
9/11/20,2085697993,-6434552599,-2518011591,7217616340,48.25,5.38308,-11.96338,-4.628041,13.911103
9/12/20,2086163088,-6435586225,-2518411450,7218811725,48.25,5.383004,-11.963168,-4.627957,13.910864
9/13/20,2086628176,-6436619834,-2518811302,7220007092,48.26,5.382929,-11.962957,-4.627873,13.910624
9/14/20,2087093258,-6437653424,-2519211147,7221202440,48.27,5.382853,-11.962746,-4.62779,13.910386
9/15/20,2087558333,-6438686996,-2519610984,7222397770,48.28,5.382777,-11.962534,-4.627706,13.910147
9/16/20,2088023402,-6439720550,-2520010814,7223593081,48.29,5.382701,-11.962323,-4.627623,13.909908
9/17/20,2088488464,-6440754086,-2520410637,7224788373,48.29,5.382626,-11.962112,-4.62754,13.90967
9/18/20,2088953519,-6441787603,-2520810453,7225983647,48.30,5.38255,-11.961901,-4.627456,13.909431
9/19/20,2089418568,-6442821102,-2521210262,7227178903,48.31,5.382474,-11.961691,-4.627373,13.909193
9/20/20,2089883611,-6443854583,-2521610063,7228374140,48.32,5.382399,-11.96148,-4.62729,13.908955
9/21/20,2090348647,-6444888046,-2522009857,7229569359,48.33,5.382323,-11.961269,-4.627206,13.908717
9/22/20,2090813676,-6445921491,-2522409644,7230764559,48.33,5.382248,-11.961059,-4.627123,13.908479
9/23/20,2091278699,-6446954917,-2522809424,7231959741,48.34,5.382172,-11.960849,-4.62704,13.908241
9/24/20,2091743716,-6447988325,-2523209197,7233154904,48.35,5.382097,-11.960639,-4.626957,13.908004
9/25/20,2092208726,-6449021716,-2523608963,7234350049,48.36,5.382021,-11.960429,-4.626874,13.907767
